"Resource Name","Alarm Text","Severity","Raised Time (System)","Acknowledged"
"R-CGN-IP10_MSKU_to_STNG_SL01_MR/E1-1.9","E1/DS1 unexpected signal on port #9","WARNING","October 24, 2021 3:01:38 AM",N
"MATA MANIS _ REP.SANGATA ( SYSTEM 3 )/Radio-6.1-XPIC.2","Remote communication failure","CRITICAL","October 1, 2021 8:11:11 AM",N
"KENDARI - POPALIA IP-10/Shelf/Slot 1 - Link Kendari - Pompalia / 8 GHz / Ch. 06 / Tx Low/IDU","Communications lost with IDU #2","CRITICAL","August 31, 2019 9:44:24 AM",Y
"RAHA - MALIGANO 11 Ghz/VERTICAL/LOW/EXPAND JANUARI 2019","LOST CONTACT","INDETERMINATE","November 21, 2019 11:02:42 AM",Y
"BKT SAMBUKU - BKT MANUALAI 2+0 8 GHz CH 6 LOW/Shelf/Slot 1 - BKT SAMBUKU - BKT MANUALAI 2+0 8 GHz CH 6 LOW/IDU","E1/DS1 unexpected signal on port #15","WARNING","June 28, 2021 11:38:08 AM",N
"MUARA PAHU TO MUARA MUNTAI/1RU/Power Supply 2","Under voltage","MAJOR","February 17, 2018 9:07:57 PM",Y
"WAINGAPU TO PUARLOLO FREK. 4,5G, 1.1 ( LOW ) JULI 2018-System-1/Radio-4.1-XPIC.1","Radio loss of frame","CRITICAL","October 9, 2021 11:35:50 AM",N
"STO SANGATA_REP SANGATA","LOST CONTACT","INDETERMINATE","October 27, 2021 2:18:04 PM",N
"MANTANG - PRAMUKA FREK. 8GH 4+0 LOW/Radio-6.1","Remote communication failure","CRITICAL","August 23, 2019 4:53:58 AM",Y
"RAHA - MALIGANO IP-10 FREQ.8GHZ/CH7L/E1-1.12","E1/DS1 unexpected signal on port #12","WARNING","November 20, 2019 2:58:14 PM",Y
"PINTU BATU - KP. SIHU 3+0 UPGRADE SEPTEMBER 2019/Radio-2.1","RFU communication failure","WARNING","April 7, 2021 8:01:16 PM",N
"SANGATA2 - PERDAU FREK.6G HIGH CH4-CH6 XPIC (HORIZONTAL)/Radio-5.1-XPIC.2","Remote communication failure","CRITICAL","October 12, 2021 9:50:57 PM",N
"TELKOM MUNGGUK - TELKOM LENGKENAT # 1 / 8 GHz / CH.6 / TX LOW/E1-1.5","E1/DS1 loss of signal on port #5","MAJOR","October 31, 2017 12:46:26 PM",Y
"WAINGAPU_MATAWAI KRAHA #1  CH.1/Shelf/Slot 1 - WAINGAPU_MATAWAI KRAHA #2,  CH.2/IDU","TDM backplane LOF for slot #2","CRITICAL","May 6, 2021 3:51:19 PM",N
"PULAU RATEWAO TO REP NABIRE SYSTEM 1/Radio-3.1-XPIC.1","Remote communication failure","CRITICAL","March 11, 2021 2:09:29 PM",N
"NEW REP.1 WAPOGA TO PULAU NAU SYSTEM 1/Radio-4.1-XPIC.1","Remote communication failure","CRITICAL","December 24, 2020 3:02:59 PM",N
"ORANSBARI TO AROWI/Radio-4.1-XPIC.1","Remote communication failure","CRITICAL","September 14, 2021 6:33:38 AM",N
"ALAKASING - TASAN","LOST CONTACT","INDETERMINATE","October 12, 2020 9:58:58 PM",N
"SUNGAI PENUH TO BUKIT NAMURA 8GHZ CH 7 High #1","LOST CONTACT","INDETERMINATE","June 16, 2019 4:15:11 AM",Y
"lengkenat to bancoh/ETY-3.7","Ethernet loss of carrier on port #7","MAJOR","September 25, 2021 2:59:54 PM",N
"FREEKEDEL 7+0 JULI 2019","LOST CONTACT","INDETERMINATE","October 27, 2021 1:53:15 PM",N
"Pulau Ratewo to Rep. Nabire System 3/Radio-4.1-XPIC.1","RFU RX level path2 out of range","WARNING","July 16, 2021 1:21:00 AM",N
"OMTEL TO DUNANGBILA/E1-2.11","E1/DS1 Unexpected signal on TDM-LIC TDM port","WARNING","December 4, 2017 2:23:58 AM",Y
"Site-10 2.10 G.TABUR-LABANAN CH1-3 HIGH VERTICAL/ETY-1.2","Loss of Carrier","MAJOR","February 22, 2018 5:19:36 PM",Y
"KOTA BANGUN - MUARA MUNTAI/Shelf/Slot 3","LOST CONTACT","INDETERMINATE","June 13, 2018 12:44:42 AM",Y
"Pagar Antimun to Sei Awan/Radio-3.1","RFU RX level path1 out of range","WARNING","October 26, 2021 9:24:31 AM",N
"STO LABUAN BAJO - PUARLOLO FREK.8GH VERTICAL/Radio-6.1","Radio loss of frame","CRITICAL","June 20, 2021 11:25:58 AM",N
"SAMBUKU - EILOGO FREK.6G LOW 4+0 & 1+0 (5+0) JULI 2019/Radio-2.1","RFU RX level path1 out of range","WARNING","December 22, 2020 5:30:33 AM",N
"STO SEI PAKNING TO BENGKALIS 6 GHz VERTI/ CH.2,4,1,7,8 LOW OLD","LOST CONTACT","INDETERMINATE","August 21, 2018 2:52:26 AM",Y
"PASIR PUTIH - TOMPO FREK.4,5G LOW 5+0 XPIC SD ( JUNI 2021 )/Radio-5.1","Radio loss of frame","CRITICAL","October 19, 2021 8:52:42 PM",N
"BUKIT TINGGI - BKT TAMBULUN FREK 6 Ghz / CH 3H VERTICAL/Radio-2","RFU communication failure","WARNING","March 20, 2019 10:39:22 AM",Y
"MALINAU - TIDENG PALE/Shelf/Slot 1 - MALINAU CH 2L/IDU","E1/DS1 unexpected signal on port #9","WARNING","October 20, 2021 1:47:28 AM",N
"WOSU - BAHONSUAI ( 8GHZ, POL. VERTICAL )/Radio-4.1","RFU RX level path1 out of range","WARNING","October 27, 2021 10:07:11 AM",N
"TAGULANDANG _ LAMANGGO #2 FREQ 8GHz","HTTP LOGON FAILURE","WARNING","October 21, 2021 4:37:36 AM",N
"TERNATE - BOSO","HTTP LOGON FAILURE","WARNING","August 9, 2021 8:02:13 AM",N
"Site-14 2.14 B.BARATAN - SAJAU CH1-3 HIGH XPIC VERTICAL/2RU/Slot 7","Corrupted inventory file","WARNING","January 11, 2021 4:55:28 PM",N
"Sto Singkawang to Sto Pemangkat/Shelf/Slot 1 - Link Singkawang - Pemangkat / Pol. V / Ch. 5 Low/IDU","Failure in one or more TDM trails","WARNING","October 15, 2018 8:36:28 PM",Y
"Waropen to New Rep. Waropen System 2/Radio-2.1","RFU RX level path1 out of range","WARNING","April 17, 2021 11:08:10 PM",N
"BEBATU SUPA TO MAMBURUNGAN/E1-2.6","Alarm Indication Signal (AIS) on TDM-LIC TDM port","MAJOR","October 25, 2021 2:20:29 AM",N
"MALIGANO - RAHA 11 Ghz/Radio-4.1","RFU RX level path2 out of range","WARNING","November 6, 2019 4:02:57 AM",Y
"MAMBURUNGAN - BEBATU SUPA #1 8GHz CH.2 VERTICAL/E1-1.14","E1/DS1 unexpected signal on port #14","WARNING","October 16, 2021 1:06:35 PM",N
"DUNANGBILA TO OMTEL/E1-2.10","E1/DS1 Unexpected signal on TDM-LIC TDM port","WARNING","July 24, 2019 8:04:04 AM",Y
"GN.TABUR TO STO TJ.REDEP","HTTP LOGON FAILURE","WARNING","January 17, 2018 11:56:45 PM",Y
"TOILI - MAKAPA ( 8GHZ, POL. HORIZONTAL )/Radio-2.1","RFU RX level path1 out of range","WARNING","March 22, 2021 7:28:11 PM",N
"MELAK - MUARA PAHU/Shelf/Slot 4","LOST CONTACT","INDETERMINATE","April 25, 2018 6:52:42 PM",Y
"TIDUNG PALE - BEBATU SUPA 6GHz/1RU/Power Supply 2","Under voltage","MAJOR","December 3, 2020 2:40:01 AM",N
"GN.TABUR _ TANJUNG REDEB ( SYSTEM 3 )","HTTP LOGON FAILURE","WARNING","March 20, 2021 5:05:00 PM",N
"R-CGN-IP10_JKNG_to_SBAU_SL01_MR/E1-1.11","E1/DS1 unexpected signal on port #11","WARNING","October 23, 2021 8:29:56 PM",N
"GUNUNG DAENG TO SEIBATANG 8GHz/E1-5.10","Loss Of Signal (LOS) on TDM-LIC TDM port","MAJOR","September 18, 2021 8:44:37 PM",N
"SAJAU TO BUKIT BARATAN PHASE 2","HTTP LOGON FAILURE","WARNING","March 9, 2021 1:23:46 AM",N
"SANGATA2 - PERDAU FREK.6G HIGH CH4-CH6 XPIC (HORIZONTAL)/Radio-4.1-XPIC.1","Remote communication failure","CRITICAL","October 25, 2021 12:26:40 AM",N
"SEKURA-PALOH(telkom)/ETY-1.1","Loss of Carrier","MAJOR","December 9, 2019 7:57:01 AM",Y
"New Mokmer to STO Biak System 5 # JULI 2021/2RU/Slot 5","Unexpected Card Type in slot","MINOR","September 17, 2021 2:31:31 PM",N
"PONTIANAK - GUNUNG PAGAR","LOST CONTACT","INDETERMINATE","December 4, 2017 1:01:10 AM",Y
"REP. TSEL AILOGO SABU - BKT. SAMBUKU 6 GHZ CH 1 H","LOST CONTACT","INDETERMINATE","May 6, 2019 11:13:47 AM",Y
"MAMBURUNGAN TO BKT BARATAN 4+0 XPIC RAFI PHASE 1/Radio-4.1-XPIC.1","Remote communication failure","CRITICAL","October 27, 2021 11:06:19 AM",N
"OMTEL TO KALABAHI/E1-2.16","E1/DS1 Unexpected signal on TDM-LIC TDM port","WARNING","August 16, 2018 4:26:16 PM",Y
"Sto Singkawang to Gunung Besi","LOST CONTACT","INDETERMINATE","March 1, 2018 2:45:00 PM",Y
"EILOGO - SAMBUKU/E1-1.10","E1/DS1 unexpected signal on port #10","WARNING","March 17, 2020 9:42:38 AM",N
"TERSILI - FREKEDEL/Radio-4.1","Remote communication failure","CRITICAL","October 26, 2021 2:32:28 PM",N
"R-CGN-IP10_JKNG_to_SBAU_SL01_MR/Shelf/Slot 1 - JONGKONG TO SELIMBAU/IDU","Remote communication failure","MAJOR","October 23, 2021 8:29:56 PM",N
"ANUSPODENA - NENGKE VILLAGE SYSTEM 2/Radio-2.1","Radio loss of frame","CRITICAL","July 8, 2021 9:59:47 AM",N
"REP. TSEL AILOGO SABU - BKT. SAMBUKU 6 GHZ CH 1 H/E1-1.11","E1/DS1 unexpected signal on port #11","WARNING","May 5, 2019 7:57:18 PM",Y
"WAINDU TO RUNI CH5 & CH7 6GHZ XPIC System 2/Radio-3.1-XPIC.1","RFU TX level out of range","MINOR","September 26, 2021 7:50:40 AM",N
"BKT SAMBUKU - BKT MANUALAI 2+0 8 GHz CH 6 LOW/Shelf/Slot 1 - BKT SAMBUKU - BKT MANUALAI 2+0 8 GHz CH 6 LOW/IDU","E1/DS1 unexpected signal on port #14","WARNING","June 28, 2021 11:38:08 AM",N
"Waindu to Pantai Indomba System 3","Multi Carrier ABC LOF","CRITICAL","October 25, 2021 7:12:51 AM",N
"TIDUNG PALA TO BEBATU SUPA/E1-2.4","Loss-of-frames alarm on TDM service","MAJOR","December 30, 2020 9:40:39 PM",N
"MEMPAWAH (Backup Telkomsel Pebruari 2014)/ETY-3.4","Ethernet loss of carrier on port #4","MAJOR","October 16, 2021 6:12:22 PM",N
"DORONAE - PUARLOLO U6GHz XPIC EXPAND ASURANSI-LOW-HORIZONTAL sys-2/ETY-1.1","Loss of Carrier","MAJOR","September 28, 2021 1:24:03 PM",N
"SANGATA2 - PERDAU FREK.6G HIGH CH 1-CH3 XPIC (VERTICAL)/Radio-4.1-XPIC.1","Radio loss of frame","CRITICAL","October 25, 2021 12:35:39 AM",N
"MANULAI - SAMBUKU FREK. 6GHz 3+0 NEW ( HIGH )","LOST CONTACT","INDETERMINATE","July 18, 2021 2:04:08 PM",N
"REP. GENYEM TO NIMBOKRANG (System 1)/1RU/Power Supply 1","Under voltage","MAJOR","March 10, 2020 3:39:38 AM",N
"BONGGO TO ANUSPODENA System 2/Radio-3.1","Remote communication failure","CRITICAL","July 21, 2021 9:47:05 PM",N
"Babauk to Dunangbila / 6 Ghz hight / 4+0/Radio-4.1","Radio loss of frame","CRITICAL","January 16, 2019 5:28:12 PM",Y
"WAIKABUBAK_BTS ELOPADA #1 CH.2/E1-1.9","E1/DS1 loss of signal on port #9","MAJOR","May 8, 2021 9:42:51 AM",N
"BANGGAI to ALAKASING EXPAN MARET 2019 (FREK.6G LOW SD)","LOST CONTACT","INDETERMINATE","September 8, 2021 11:04:21 AM",N
"BONGGO TO ANUSPODENA System 2/Radio-3.1","Radio loss of frame","CRITICAL","July 21, 2021 9:47:05 PM",N
"STO TEBAS to PEMANGKAT/ETY-2.6","Ethernet loss of carrier on port #6","MAJOR","March 9, 2019 2:31:34 PM",Y
"WAINGAPU - PUARLOLO UPGRADE 4+0 XPIC ( DESEMBER 2019 ) SYSTEM 3/Radio-5.1-XPIC.2","Cable open","MAJOR","October 17, 2021 2:59:56 PM",N
"New Mokmer to STO Biak System 4","LOST CONTACT","INDETERMINATE","October 27, 2021 2:31:54 PM",N
"STO LUBUK BASUNG _ BUKIT SILASUNG (3+0) FEB'20/1RU/Slot 4","Expected Card is missing in slot","MAJOR","June 3, 2021 11:31:49 PM",N
"02_BAWAN/ETY-2.7","Ethernet loss of carrier on port #7","MAJOR","October 19, 2021 8:12:10 AM",N
"PINTU BATU - KP. SIHU (5+0) UPGRADE 2019/Radio-4.1-XPIC.1","Radio signal degrade","MINOR","October 27, 2021 2:33:36 PM",N
"GUNUNG DAENG TO SEIBATANG 8GHz/E1-5.7","Loss Of Signal (LOS) on TDM-LIC TDM port","MAJOR","September 18, 2021 8:44:37 PM",N
"KARIMUN TO PLAJAN NEW IP-20","LOST CONTACT","INDETERMINATE","October 20, 2021 1:13:36 PM",N
"GUNUNG DAENG TO SEIBATANG 8GHz/E1-5.8","Loss Of Signal (LOS) on TDM-LIC TDM port","MAJOR","September 18, 2021 8:44:37 PM",N
"SAMPIT TO SEIBABI / U6 GHz XPIC / CH. 5L / 2+0 SD/Radio-3.1-XPIC.1","Radio loss of frame","CRITICAL","September 14, 2021 6:50:32 AM",N
"TSEL WARINTA - TSEL PASAR WAJO 8 GHz/LOW/VERTICAL/Radio-3.1","Radio loss of frame","CRITICAL","October 25, 2018 5:39:12 PM",Y
"MANTANG - PRAMUKA FREK. 8GH 4+0 LOW/Radio-5.1","RFU RX level path1 out of range","WARNING","August 23, 2019 4:53:58 AM",Y
"MOROTAI TO TOBELO/Radio-4","Radio loss of frame","CRITICAL","July 25, 2020 6:24:56 PM",N
"MENGKUNING - SENAYANG FREK.6GHZ LOW 4+0","HTTP LOGON FAILURE","WARNING","May 8, 2020 5:43:19 AM",N
"EILOGO - SEBA FREK.11G HIGH 4+0 & 1+0 (5+0) JULI 2019/1RU/Slot 2","Unexpected Card Type in slot","MINOR","January 22, 2021 7:16:28 PM",N
"PUARLOLO TO DORONAE FREQ 6 HIGH","LOST CONTACT","INDETERMINATE","June 11, 2018 8:20:55 PM",Y
"MATAMANIS TO REP SANGATA ( SYSTEM 2 )/Radio-6.1-XPIC.2","RFU RX level path2 out of range","WARNING","September 14, 2021 3:28:40 AM",N
"DUNANG BILA TO BABAUK/E1-1.14","E1/DS1 unexpected signal on port #14","WARNING","August 6, 2019 8:30:28 PM",Y
"STO Ketapang to Sei Awan/E1-2.5","E1/DS1 Unexpected signal on TDM-LIC TDM port","WARNING","October 5, 2017 9:57:21 AM",Y
"lengkenat to bancoh/Shelf/Slot 4 - R-CGN-IP10_PMK_to_SKW_SL04/IDU","Incompatible features enabled; feature 'Radio-Diversity' and feature 'ACM Adaptive' are mutually exclusive.","WARNING","September 20, 2021 12:16:52 PM",N
"MATAWAI KRAHA _ KANINGU 5+0 ( JULI 2021 )/Radio-4.1-XPIC.2","RFU TX Mute","WARNING","August 18, 2021 10:11:18 AM",N
"SUNGAI APIT TO BENGKALIS/Radio-6.1","Remote communication failure","CRITICAL","February 8, 2019 3:28:29 PM",Y
"P. MANTANG - P. BUKIT FREK. 6GHZ 4+0","HTTP LOGON FAILURE","WARNING","May 19, 2019 5:47:53 PM",Y
"INDOMBA TO TAMAKURI FREQ 7 & 8 VERTICAL System 1/Radio-6.1","RFU RX level path1 out of range","WARNING","September 13, 2021 11:47:08 AM",N
"SUBI TO SERASAN SYSTEM 2 FREK 8 GHZ/Radio-3.1","Radio loss of frame","CRITICAL","October 16, 2021 11:21:35 AM",N
"LABANAN - GN.TABUR ( SYS 4 )/Radio-5.1","Radio loss of frame","CRITICAL","October 25, 2018 8:10:44 PM",Y
"RESIEI TO WINDHESI System 1 (4+0)/Radio-2.1","Cable open","MAJOR","September 14, 2021 8:44:19 AM",N
"STO BANGKO TO REPEATER BANGKO 8GHZ CH 6 #1/Shelf/Slot 6","LOST CONTACT","INDETERMINATE","October 5, 2017 10:09:59 AM",Y
"BEBATU SUPA TO MAMBURUNGAN/E1-2.13","Alarm Indication Signal (AIS) on TDM-LIC TDM port","MAJOR","October 25, 2021 2:20:29 AM",N
"DANGAS - STO BALAI KARIMUN 5+0 ( VERTICAL ) 6 ghz/Radio-3.1","Radio loss of frame","CRITICAL","April 1, 2019 11:42:37 AM",Y
"REP SANGATA_MATAMANIS","LOST CONTACT","INDETERMINATE","October 27, 2021 12:52:47 PM",N
"STO SANGGAU - LAPE ( 5+0 ) APRIL 2021","LOST CONTACT","INDETERMINATE","October 27, 2021 2:31:46 PM",N
"POMPALIA - KENDARI IP-10/Shelf/Slot 2 - KAREBE - WOTU#1 8GHz CHANNEL 3/IDU","Remote communication failure","MAJOR","August 17, 2019 1:16:45 PM",Y
"GUNUNG DAENG TO SEIBATANG 8GHz/E1-5.13","Loss Of Signal (LOS) on TDM-LIC TDM port","MAJOR","September 18, 2021 8:44:37 PM",N
"BKT SAMBUKU - BKT MANUALAI 2+0 8 GHz CH 6 LOW/Shelf/Slot 1 - BKT SAMBUKU - BKT MANUALAI 2+0 8 GHz CH 6 LOW/IDU","E1/DS1 unexpected signal on port #12","WARNING","April 19, 2019 11:11:50 AM",Y
"TOMPO - PSR PUTIH FREK.4,5GHz HIGH 5+0 XPIC SD ( JUNI 2021 )/Radio-6.1","Radio loss of frame","CRITICAL","August 16, 2021 4:35:47 PM",N
"Site-13 1.13 SAJAU - B.BARATAN CH1-3 LOW XPIC VERTICAL","LOST CONTACT","INDETERMINATE","April 27, 2021 9:37:21 PM",N
"STO TAKENGON TO BUKIT SAMA/Radio-6.1-XPIC.1","Remote communication failure","CRITICAL","September 25, 2020 4:18:01 PM",N
"BTS TSEL SEBA - REP. TSEL ALIOGO SEBA 2+0 8 GHz CH 2 L/E1-1.9","E1/DS1 unexpected signal on port #9","WARNING","April 17, 2019 7:25:33 AM",Y
"TVRI SOROAKO TO ASOLI#1 8 GHz CHANNEL 5/ETY-1.2","Gigabit Ethernet SFP not inserted on port #2","MAJOR","October 24, 2021 3:32:36 AM",N
"KUALA KUAYAN TO PARENGGEAN IP10 6GHz/E1-1.16","E1/DS1 unexpected signal on port #16","WARNING","September 28, 2021 1:40:31 PM",N
"SEI BATIK TO GN.DAENG 6GHz CH 1 HORIZONTAL/E1-1.16","E1/DS1 loss of signal on port #16","MAJOR","October 15, 2021 9:38:07 AM",N
"MAMASA - OSANGO","LOST CONTACT","INDETERMINATE","November 15, 2019 6:27:46 AM",Y
"SAJAU TO GN TABUR/Radio-5.1","Radio loss of frame","CRITICAL","October 28, 2018 6:00:39 AM",Y
"SEI BATANG TO GUNUNG DAENG 8GHz/E1-5.10","Loss Of Signal (LOS) on TDM-LIC TDM port","MAJOR","December 10, 2019 4:51:30 PM",Y
"POPALIA - KENDARI IP-20N 8GHz CH.4H/CH8L","LOST CONTACT","INDETERMINATE","November 21, 2019 11:08:47 AM",Y
"STO NABIRE TO REP NABIRE SYSTEM 1","LOST CONTACT","INDETERMINATE","May 4, 2021 9:35:40 PM",N
"PARENGGEAN TO KUALA KUAYAN IP10/Radio-2","RFU Rx level path1 out of range","WARNING","October 6, 2021 12:37:21 PM",N
"MAMBURUNGAN-GN DAENG R/Radio-2.1","Radio loss of frame","CRITICAL","September 14, 2021 3:40:34 AM",N
"PURUKCAHU - KM 62 jULI 2020/Radio-4.1-XPIC.1","Radio loss of frame","CRITICAL","September 16, 2021 1:13:45 PM",N
"Gunung Besi ti Sto Singkawang/Radio-2","Rx level out of range","WARNING","January 9, 2019 2:28:26 AM",Y
"GUNUNG PAGAR - PONTIANAK/ETY-2.4","Ethernet loss of carrier on port #4","MAJOR","December 3, 2017 11:59:40 PM",Y
"SEI BATANG TO GUNUNG DAENG 8GHz/Radio-3.1","RFU RX level path1 out of range","WARNING","January 19, 2021 11:16:37 AM",N
"RUJAB - SP 2 3 + 0 UPGRADE SEPTEMBER 2019","HTTP LOGON FAILURE","WARNING","March 9, 2021 1:37:00 AM",N
"TSEL WAANGU - ANGU - TSEL KAISABU 6 GHz/HIGH/VERITICAL/Radio-4.1","Radio loss of frame","CRITICAL","January 22, 2020 2:07:12 AM",Y
"TSEL PASAR WAJO - TSEL WARINTA 8 GHz/HIGH/VERTICAL/Radio-4.1","RFU RX level path1 out of range","WARNING","January 22, 2020 2:49:34 AM",Y
"BALABATU","LOST CONTACT","INDETERMINATE","December 18, 2019 3:32:54 AM",Y
"SP2 - RUJAB 11 GHZ 5+0 UPGRADE 2019/Radio-6.1-XPIC.2","Radio loss of frame","CRITICAL","October 26, 2021 3:35:55 AM",N
"STO BANGKO TO REPEATER BANGKO 8GHZ CH 6 #1/Shelf/Slot 1 - STO BANGKO TO REPEATER BANGKO 8GHZ CH 8 #3/IDU","Failure in one or more TDM trails","WARNING","June 29, 2019 12:21:08 PM",Y
"TSEL KOMBA-KOMBA - TSEL KAISABU 8 GHz/HIGH/VERTICAL/Radio-4.1","Remote communication failure","CRITICAL","December 5, 2019 12:41:14 AM",Y
"REP. TSEL AILOGO SABU - BKT. SAMBUKU 6 GHZ CH 1 H/E1-1.8","E1/DS1 unexpected signal on port #8","WARNING","May 5, 2019 7:57:18 PM",Y
"TVRI RELOK - REP. GENYEM (System 1)/MC-ABC.1","Multi Carrier ABC LOF","CRITICAL","April 19, 2021 3:51:15 AM",N
"WUNDI TO MOKMER  7GHz System 2","LOST CONTACT","INDETERMINATE","October 27, 2021 2:30:30 PM",N
"NUNUKAN TO SEIBATANG 8GHz/1RU/Slot 5","Loss-of-frames alarm on TDM service","MAJOR","December 17, 2018 4:38:57 PM",Y
"BAHODOPI - FATUFIA ( 8GHZ, POL.VERTICAL )/Radio-4.1","Radio loss of frame","CRITICAL","April 18, 2021 2:21:06 AM",N
"SOSOK TO TAMIANG TABA 4+0 AGUSTUS 2019/Radio-3.1","Remote communication failure","CRITICAL","September 9, 2021 1:10:46 AM",N
"ILEWENGOT - STO LARANTUKA U6GHz/XPIC/LOW/MC-ABC.1","LVDS RX Error Slot 6","MAJOR","October 31, 2018 4:58:34 AM",Y
"FibeAir IP-10G - 10.144.122.103/Shelf/Slot 1 - MALIGANO - PUNGGALUKU/IDU","E1/DS1 unexpected signal on port #6","WARNING","November 5, 2019 4:00:23 AM",Y
"Rep. Nabire to STO Nabire System 3/Radio-8.1-XPIC.3","Radio loss of frame","CRITICAL","June 18, 2021 10:13:12 PM",N
"BKT SILASUNG - SIBERUT (FREK.4,5G) FEB'2020","LVDS RX Error Slot 4","MAJOR","June 3, 2021 7:24:16 PM",N
"Site-14 2.14 B.BARATAN - SAJAU CH1-3 HIGH XPIC VERTICAL/2RU/Slot 3","Unexpected Card Type in slot","MINOR","January 11, 2021 4:55:28 PM",N
"SEI BABI TO SAMPIT/ U6 GHz XPIC / CH. 5H / 2+0 SD/MC-ABC.1","Multi Carrier ABC LOF","CRITICAL","September 14, 2021 2:16:38 AM",N
"TVRI RELOK - RUJAB 2+0","HTTP LOGON FAILURE","WARNING","March 9, 2021 1:23:44 AM",N
"BUKIT MANDIN TO BUKIT BUTAR NEW IP-20","LOST CONTACT","INDETERMINATE","October 27, 2021 1:53:32 PM",N
"MANIMERI - SP2 (2+0) UPGRADE 2019/ETY-1.4","Loss of Carrier","MAJOR","May 9, 2019 12:27:47 PM",Y
"PULAU RATEWAO TO REP NABIRE SYSTEM 1/Radio-3.1-XPIC.1","Radio loss of frame","CRITICAL","March 11, 2021 2:09:29 PM",N
"STO Ketapang to Sei Awan/E1-2.10","E1/DS1 Unexpected signal on TDM-LIC TDM port","WARNING","October 5, 2017 9:57:21 AM",Y
"PLAJAN3 - KARIMUNJAWA FREK 8GHz / CH 6 HIGH ( EXPAN )","LOST CONTACT","INDETERMINATE","March 2, 2018 11:01:59 PM",Y
"KKN. Rep - SEPANG/Shelf/Slot 4/IDU","Remote communication failure","MAJOR","July 16, 2020 11:30:09 AM",N
"WINDHESI TO RAISEI System 1 (4+0)/Radio-4.1","RFU hardware failure 2","CRITICAL","October 26, 2021 9:25:44 AM",N
"MANANMUR TO OTOWERI (5+0)/Radio-3.1-XPIC.1","RFU RX level path1 out of range","WARNING","October 26, 2021 10:10:32 PM",N
"SITE BUKIT SAMA TO SITE BUKIT RIMBA RAYA/ETY-2.6","Ethernet loss of carrier on port #6","MAJOR","March 13, 2019 12:23:39 PM",Y
"GN.TABUR _ TANJUNG REDEB ( SYSTEM 3 )/MC-ABC.1","Multi Carrier ABC LOF","CRITICAL","April 27, 2020 1:05:15 PM",N
"SIDO MAKMUR TO PADANG AGODA (5+0)","LVDS RX Error Slot 3","MAJOR","October 18, 2021 1:40:41 AM",N
"TOBELO TO MOROTAI/Shelf/Slot 1 - TOBELO TO MOROTAI T-SEL/IDU","Communications lost with IDU #3","CRITICAL","July 14, 2020 12:27:34 PM",N
"BKT BARATAN - SAJAU/Radio-5.1","Remote communication failure","CRITICAL","October 26, 2021 3:05:56 AM",N
"Kalabahi to Omtel/E1-2.15","E1/DS1 Unexpected signal on TDM-LIC TDM port","WARNING","September 1, 2018 3:16:59 AM",Y
"Rep. Nabire to STO Nabire System 3/2RU/Slot 7","Unexpected Card Type in slot","MINOR","June 7, 2021 2:49:15 PM",N
"INDOMBA TO WAINDU CH6 & CH8 6GHZ XPIC System 2/Radio-6.1-XPIC.2","RFU TX level out of range","MINOR","October 21, 2021 3:42:01 PM",N
"BONGGO TO REP. KAPTIAU System 2/Radio-6.1","RFU RX level path1 out of range","WARNING","May 22, 2021 7:55:56 AM",N
"TERSILI - FREKEDEL ( SYT 3 ) FREK.7/8 5+0 XPIC MARET 2021/ETY-1.1","Loss of Carrier","MAJOR","April 22, 2021 9:22:42 AM",N
"MAMBURUNGAN TO GN DAENG FREQ 4,5GHz LOW 7+0 XPIC SD ( JULI 2021 )/Radio-8.1","Radio loss of frame","CRITICAL","August 26, 2021 1:44:31 PM",N
"WAINDU TO NEW REP. WAROPEN System 4","LVDS RX Error Slot 2","MAJOR","October 11, 2021 11:44:19 AM",N
"MANTANG - PRAMUKA FREK. 8GH 4+0 LOW","HTTP LOGON FAILURE","WARNING","May 8, 2020 10:09:15 AM",N
"HANAU TO PANGKALAN BUN REP. / U6 GHz XPIC / CH. 8H / 2+0 SD","HTTP LOGON FAILURE","WARNING","March 9, 2021 2:02:13 AM",N
"BAHODOPI - FATUFIA ( 8GHZ, POL.VERTICAL )/Radio-2.1","Remote communication failure","CRITICAL","September 14, 2021 11:55:01 PM",N
"MATAMANIS _ MIAU BARU ( SYSTEM 3 )/Radio-3.1","Radio loss of frame","CRITICAL","October 26, 2021 4:48:57 AM",N
"BUKIT NAMORA TO SUNGAI PENUH 8 GHz CH 7 #1","LOST CONTACT","INDETERMINATE","June 16, 2019 4:21:14 AM",Y
"ASAM BARU TO HANAU / U6 GHz XPIC / CH. 7L / 2+0/Radio-4.1-XPIC.1","Radio loss of frame","CRITICAL","September 3, 2020 1:13:54 PM",N
"05 TAMPARAK LAYUNG/Shelf/Slot 4","LOST CONTACT","INDETERMINATE","October 21, 2020 8:41:01 AM",N
"BEBATU SUPA TO TIDUNG PALA/E1-2.9","Loss-of-frames alarm on TDM service","MAJOR","October 5, 2017 9:59:55 AM",Y
"MANANMUR TO PIRMA (5+0)/2RU/Slot 7","Corrupted inventory file","WARNING","May 29, 2021 4:09:59 AM",N
"WINDHESI TO REP. BUR System 1 (4+0)/Radio-3.1","Cable short","MAJOR","October 26, 2021 6:59:47 AM",N
